"time_begin","file_found","time_file","rows","time_end","error_script"
"2022-04-03 12:11:03",TRUE,"2022-04-03 12:10:03",280,"2022-04-03 12:12:06",FALSE
"2022-04-03 13:11:02",TRUE,"2022-04-03 13:10:03",280,"2022-04-03 13:12:05",FALSE
"2022-04-03 14:11:02",TRUE,"2022-04-03 14:10:06",280,"2022-04-03 14:12:05",FALSE
"2022-04-03 15:11:03",TRUE,"2022-04-03 15:10:05",280,"2022-04-03 15:12:05",FALSE
"2022-04-03 16:11:02",TRUE,"2022-04-03 16:10:08",280,"2022-04-03 16:12:05",FALSE
"2022-04-03 17:11:02",TRUE,"2022-04-03 17:10:04",280,"2022-04-03 17:12:05",FALSE
"2022-04-03 18:11:02",TRUE,"2022-04-03 18:10:08",280,"2022-04-03 18:12:05",FALSE
"2022-04-03 19:11:03",TRUE,"2022-04-03 19:10:04",280,"2022-04-03 19:12:06",FALSE
"2022-04-03 20:11:02",TRUE,"2022-04-03 20:10:04",280,"2022-04-03 20:12:05",FALSE
"2022-04-03 21:11:02",TRUE,"2022-04-03 21:10:03",280,"2022-04-03 21:12:05",FALSE
"2022-04-03 22:11:03",TRUE,"2022-04-03 22:10:02",280,"2022-04-03 22:12:04",FALSE
"2022-04-03 23:11:02",TRUE,"2022-04-03 23:10:02",280,"2022-04-03 23:12:04",FALSE
"2022-04-04 00:11:02",TRUE,"2022-04-04 00:10:03",280,"2022-04-04 00:12:04",FALSE
"2022-04-04 01:11:03",TRUE,"2022-04-04 01:10:04",280,"2022-04-04 01:12:03",FALSE
"2022-04-04 02:11:03",TRUE,"2022-04-04 02:10:03",280,"2022-04-04 02:12:03",FALSE
"2022-04-04 03:11:02",TRUE,"2022-04-04 03:10:03",280,"2022-04-04 03:12:02",FALSE
"2022-04-04 04:11:02",TRUE,"2022-04-04 04:10:03",280,"2022-04-04 04:12:02",FALSE
"2022-04-04 05:11:02",TRUE,"2022-04-04 05:10:03",280,"2022-04-04 05:12:02",FALSE
"2022-04-04 06:11:02",TRUE,"2022-04-04 06:10:03",280,"2022-04-04 06:12:04",FALSE
"2022-04-04 07:11:03",TRUE,"2022-04-04 07:10:04",280,"2022-04-04 07:12:04",FALSE
"2022-04-04 08:11:02",TRUE,"2022-04-04 08:10:04",280,"2022-04-04 08:12:04",FALSE
"2022-04-04 09:11:03",TRUE,"2022-04-04 09:10:04",280,"2022-04-04 09:12:05",FALSE
"2022-04-04 09:12:05",TRUE,"2022-04-04 08:15:03",960,"2022-04-04 09:13:10",FALSE
"2022-04-04 10:11:03",TRUE,"2022-04-04 10:10:06",280,"2022-04-04 10:12:07",FALSE
