sampling_point_id,begin_position,end_position,value,verification_flag,validation_flag
SPO-AD0944A-0007,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9052,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,190,3,1
SPO-AD0944A-9052,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9051,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,0.2,3,1
SPO-AD0944A-9051,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9053,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,827,3,1
SPO-AD0944A-9053,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9054,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,3.9,3,1
SPO-AD0944A-9054,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9058,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,71.8,3,1
SPO-AD0944A-9058,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9072,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,8,3,1
SPO-AD0944A-9072,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9060,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,0,3,1
SPO-AD0944A-9060,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0942A-0005,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,19.1,3,1
SPO-AD0942A-0005,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0940A-0001,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,6.5,3,1
SPO-AD0940A-0001,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0940A-0010,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,0.7,3,1
SPO-AD0940A-0010,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0943A-0038,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,145.7,3,1
SPO-AD0943A-0038,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0943A-0008,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,70,3,1
SPO-AD0943A-0008,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0943A-0009,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,298.6,3,1
SPO-AD0943A-0009,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0940A-6001,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,11.1,3,1
SPO-AD0940A-6001,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0942A-6001,2021-12-26T17:00:00+01:00,2021-12-26T18:00:00+01:00,11.5,3,1
SPO-AD0942A-6001,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,NA,3,-1
SPO-AD0942A-0001,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,2.7,3,1
SPO-AD0942A-0001,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0038,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,51.8,3,1
SPO-AD0942A-0038,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0008,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,54.9,3,1
SPO-AD0942A-0008,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0009,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,138.1,3,1
SPO-AD0942A-0009,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0010,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,0.2,3,1
SPO-AD0942A-0010,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0007,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,2,3,1
SPO-AD0942A-0007,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9052,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,183,3,1
SPO-AD0942A-9052,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9051,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,0.8,3,1
SPO-AD0942A-9051,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9054,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,6.6,3,1
SPO-AD0942A-9054,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9058,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,71.5,3,1
SPO-AD0942A-9058,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9053,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,890,3,1
SPO-AD0942A-9053,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9072,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,1,3,1
SPO-AD0942A-9072,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9060,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,0,3,1
SPO-AD0942A-9060,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0038,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,104.2,3,1
SPO-AD0940A-0038,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0008,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,58.9,3,1
SPO-AD0940A-0008,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0009,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,212.2,3,1
SPO-AD0940A-0009,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9052,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,232,3,1
SPO-AD0940A-9052,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9051,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,0.2,3,1
SPO-AD0940A-9051,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9054,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,5.6,3,1
SPO-AD0940A-9054,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9058,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,81.6,3,1
SPO-AD0940A-9058,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9053,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,895,3,1
SPO-AD0940A-9053,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9072,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,2,3,1
SPO-AD0940A-9072,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9060,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,0,3,1
SPO-AD0940A-9060,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0944A-0007,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,57.9,3,1
SPO-AD0944A-0007,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9052,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,109,3,1
SPO-AD0944A-9052,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9051,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,0.3,3,1
SPO-AD0944A-9051,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9053,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,827,3,1
SPO-AD0944A-9053,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9054,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,3.3,3,1
SPO-AD0944A-9054,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9058,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,75.5,3,1
SPO-AD0944A-9058,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9072,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,4,3,1
SPO-AD0944A-9072,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9060,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,0,3,1
SPO-AD0944A-9060,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0005,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,20.9,3,1
SPO-AD0942A-0005,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0001,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,6.7,3,1
SPO-AD0940A-0001,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0010,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,0.7,3,1
SPO-AD0940A-0010,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0943A-0038,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,127.8,3,1
SPO-AD0943A-0038,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0943A-0008,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,69.4,3,1
SPO-AD0943A-0008,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0943A-0009,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,269.7,3,1
SPO-AD0943A-0009,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0940A-6001,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,13,3,1
SPO-AD0940A-6001,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-6001,2021-12-26T18:00:00+01:00,2021-12-26T19:00:00+01:00,14.1,3,1
SPO-AD0942A-6001,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0001,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,2.8,3,1
SPO-AD0942A-0001,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-0038,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,57.6,3,1
SPO-AD0942A-0038,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-0008,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,55.3,3,1
SPO-AD0942A-0008,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-0009,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,147.6,3,1
SPO-AD0942A-0009,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-0010,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,0.3,3,1
SPO-AD0942A-0010,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-0007,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,2.1,3,1
SPO-AD0942A-0007,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-9052,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,70,3,1
SPO-AD0942A-9052,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-9051,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,1.1,3,1
SPO-AD0942A-9051,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-9054,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,5.9,3,1
SPO-AD0942A-9054,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-9058,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,73.5,3,1
SPO-AD0942A-9058,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-9053,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,891,3,1
SPO-AD0942A-9053,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-9072,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,1,3,1
SPO-AD0942A-9072,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-9060,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,0,3,1
SPO-AD0942A-9060,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-0038,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,131.2,3,1
SPO-AD0940A-0038,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-0008,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,64.2,3,1
SPO-AD0940A-0008,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-0009,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,257.3,3,1
SPO-AD0940A-0009,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-9052,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,202,3,1
SPO-AD0940A-9052,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-9051,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,0.2,3,1
SPO-AD0940A-9051,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-9054,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,4.8,3,1
SPO-AD0940A-9054,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-9058,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,83.2,3,1
SPO-AD0940A-9058,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-9053,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,895,3,1
SPO-AD0940A-9053,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-9072,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,2,3,1
SPO-AD0940A-9072,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-9060,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,0,3,1
SPO-AD0940A-9060,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0944A-0007,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,55.5,3,1
SPO-AD0944A-0007,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0944A-9052,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,69,3,1
SPO-AD0944A-9052,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0944A-9051,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,0.3,3,1
SPO-AD0944A-9051,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0944A-9053,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,827,3,1
SPO-AD0944A-9053,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0944A-9054,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,2.9,3,1
SPO-AD0944A-9054,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0944A-9058,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,77.7,3,1
SPO-AD0944A-9058,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0944A-9072,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,3,3,1
SPO-AD0944A-9072,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0944A-9060,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,0,3,1
SPO-AD0944A-9060,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-0005,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,22.3,3,1
SPO-AD0942A-0005,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-0001,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,8.2,3,1
SPO-AD0940A-0001,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-0010,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,0.9,3,1
SPO-AD0940A-0010,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0943A-0038,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,78.7,3,1
SPO-AD0943A-0038,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0943A-0008,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,58.3,3,1
SPO-AD0943A-0008,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0943A-0009,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,181.9,3,1
SPO-AD0943A-0009,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0940A-6001,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,10.8,3,1
SPO-AD0940A-6001,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-6001,2021-12-26T19:00:00+01:00,2021-12-26T20:00:00+01:00,17.1,3,1
SPO-AD0942A-6001,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,NA,3,-1
SPO-AD0942A-0001,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,3.2,3,1
SPO-AD0942A-0001,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-0038,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,68.4,3,1
SPO-AD0942A-0038,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-0008,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,60.5,3,1
SPO-AD0942A-0008,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-0009,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,170.1,3,1
SPO-AD0942A-0009,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-0010,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,0.5,3,1
SPO-AD0942A-0010,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-0007,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,1.8,3,1
SPO-AD0942A-0007,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-9052,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,66,3,1
SPO-AD0942A-9052,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-9051,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,1.2,3,1
SPO-AD0942A-9051,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-9054,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,5.6,3,1
SPO-AD0942A-9054,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-9058,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,74.4,3,1
SPO-AD0942A-9058,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-9053,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,891,3,1
SPO-AD0942A-9053,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-9072,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,1,3,1
SPO-AD0942A-9072,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-9060,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,0,3,1
SPO-AD0942A-9060,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-0038,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,117.6,3,1
SPO-AD0940A-0038,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-0008,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,62,3,1
SPO-AD0940A-0008,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-0009,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,235,3,1
SPO-AD0940A-0009,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-9052,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,212,3,1
SPO-AD0940A-9052,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-9051,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,0.1,3,1
SPO-AD0940A-9051,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-9054,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,4.5,3,1
SPO-AD0940A-9054,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-9058,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,83,3,1
SPO-AD0940A-9058,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-9053,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,896,3,1
SPO-AD0940A-9053,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-9072,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,2,3,1
SPO-AD0940A-9072,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-9060,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,0,3,1
SPO-AD0940A-9060,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0944A-0007,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,54,3,1
SPO-AD0944A-0007,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0944A-9052,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,157,3,1
SPO-AD0944A-9052,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0944A-9051,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,0.3,3,1
SPO-AD0944A-9051,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0944A-9053,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,827,3,1
SPO-AD0944A-9053,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0944A-9054,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,2.7,3,1
SPO-AD0944A-9054,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0944A-9058,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,77.2,3,1
SPO-AD0944A-9058,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0944A-9072,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,3,3,1
SPO-AD0944A-9072,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0944A-9060,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,0,3,1
SPO-AD0944A-9060,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0942A-0005,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,23.9,3,1
SPO-AD0942A-0005,2021-12-26T21:00:00+01:00,2021-12-26T22:00:00+01:00,NA,3,-1
SPO-AD0940A-0001,2021-12-26T20:00:00+01:00,2021-12-26T21:00:00+01:00,7.5,3,1
