sampling_point_id,begin_position,end_position,value,verification_flag,validation_flag
SPO-AD0944A-9058,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0944A-9072,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,296,3,1
SPO-AD0944A-9072,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0944A-9060,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,0,3,1
SPO-AD0944A-9060,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0942A-0005,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,22.3,3,1
SPO-AD0942A-0005,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0940A-0001,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,5.4,3,1
SPO-AD0940A-0001,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0940A-0010,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,0.7,3,1
SPO-AD0940A-0010,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0943A-0038,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,209.8,3,1
SPO-AD0943A-0038,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0943A-0008,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,104.1,3,1
SPO-AD0943A-0008,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0943A-0009,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,433.2,3,1
SPO-AD0943A-0009,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0940A-6001,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,13.8,3,1
SPO-AD0940A-6001,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0942A-6001,2021-12-22T15:00:00+01:00,2021-12-22T16:00:00+01:00,11.7,3,1
SPO-AD0942A-6001,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,NA,3,-1
SPO-AD0942A-0001,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,2.2,3,1
SPO-AD0942A-0001,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-0038,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,48.9,3,1
SPO-AD0942A-0038,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-0008,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,58.6,3,1
SPO-AD0942A-0008,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-0009,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,137.2,3,1
SPO-AD0942A-0009,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-0010,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,0.2,3,1
SPO-AD0942A-0010,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-0007,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,5.8,3,1
SPO-AD0942A-0007,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-9052,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,193,3,1
SPO-AD0942A-9052,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-9051,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,1.1,3,1
SPO-AD0942A-9051,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-9054,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,7.7,3,1
SPO-AD0942A-9054,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-9058,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,62.2,3,1
SPO-AD0942A-9058,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-9053,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,899,3,1
SPO-AD0942A-9053,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-9072,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,9,3,1
SPO-AD0942A-9072,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-9060,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,0,3,1
SPO-AD0942A-9060,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-0038,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,170.6,3,1
SPO-AD0940A-0038,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-0008,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,93,3,1
SPO-AD0940A-0008,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-0009,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,343.8,3,1
SPO-AD0940A-0009,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-9052,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,199,3,1
SPO-AD0940A-9052,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-9051,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,0.5,3,1
SPO-AD0940A-9051,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-9054,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,8.9,3,1
SPO-AD0940A-9054,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-9058,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,59.4,3,1
SPO-AD0940A-9058,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-9053,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,904,3,1
SPO-AD0940A-9053,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-9072,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,26,3,1
SPO-AD0940A-9072,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-9060,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,0,3,1
SPO-AD0940A-9060,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0944A-0007,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,56.2,3,1
SPO-AD0944A-0007,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0944A-9052,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,199,3,1
SPO-AD0944A-9052,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0944A-9051,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,0.3,3,1
SPO-AD0944A-9051,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0944A-9053,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,836,3,1
SPO-AD0944A-9053,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0944A-9054,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,9,3,1
SPO-AD0944A-9054,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0944A-9058,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,48.5,3,1
SPO-AD0944A-9058,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0944A-9072,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,157,3,1
SPO-AD0944A-9072,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0944A-9060,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,0,3,1
SPO-AD0944A-9060,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-0005,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,21.8,3,1
SPO-AD0942A-0005,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-0001,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,9.4,3,1
SPO-AD0940A-0001,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-0010,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,1.1,3,1
SPO-AD0940A-0010,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0943A-0038,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,235.8,3,1
SPO-AD0943A-0038,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0943A-0008,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,107.9,3,1
SPO-AD0943A-0008,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0943A-0009,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,478,3,1
SPO-AD0943A-0009,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0940A-6001,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,22.8,3,1
SPO-AD0940A-6001,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-6001,2021-12-22T16:00:00+01:00,2021-12-22T17:00:00+01:00,11.5,3,1
SPO-AD0942A-6001,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,NA,3,-1
SPO-AD0942A-0001,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,4.9,3,1
SPO-AD0942A-0001,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-0038,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,121.8,3,1
SPO-AD0942A-0038,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-0008,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,75.9,3,1
SPO-AD0942A-0008,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-0009,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,270.9,3,1
SPO-AD0942A-0009,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-0010,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,0.4,3,1
SPO-AD0942A-0010,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-0007,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,1.8,3,1
SPO-AD0942A-0007,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-9052,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,65,3,1
SPO-AD0942A-9052,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-9051,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,1.1,3,1
SPO-AD0942A-9051,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-9054,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,6.5,3,1
SPO-AD0942A-9054,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-9058,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,67.8,3,1
SPO-AD0942A-9058,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-9053,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,900,3,1
SPO-AD0942A-9053,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-9072,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,0,3,1
SPO-AD0942A-9072,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-9060,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,0,3,1
SPO-AD0942A-9060,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-0038,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,303.2,3,1
SPO-AD0940A-0038,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-0008,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,109,3,1
SPO-AD0940A-0008,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-0009,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,555.6,3,1
SPO-AD0940A-0009,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-9052,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,155,3,1
SPO-AD0940A-9052,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-9051,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,0.2,3,1
SPO-AD0940A-9051,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-9054,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,5.7,3,1
SPO-AD0940A-9054,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-9058,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,71,3,1
SPO-AD0940A-9058,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-9053,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,904,3,1
SPO-AD0940A-9053,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-9072,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,4,3,1
SPO-AD0940A-9072,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-9060,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,0,3,1
SPO-AD0940A-9060,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0944A-0007,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,53.3,3,1
SPO-AD0944A-0007,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9052,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,138,3,1
SPO-AD0944A-9052,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9051,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,0.2,3,1
SPO-AD0944A-9051,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9053,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,836,3,1
SPO-AD0944A-9053,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9054,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,6.1,3,1
SPO-AD0944A-9054,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9058,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,58.3,3,1
SPO-AD0944A-9058,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9072,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,14,3,1
SPO-AD0944A-9072,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0944A-9060,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,0,3,1
SPO-AD0944A-9060,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-0005,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,34.2,3,1
SPO-AD0942A-0005,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-0001,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,16.1,3,1
SPO-AD0940A-0001,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-0010,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,1.5,3,1
SPO-AD0940A-0010,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0943A-0038,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,227.3,3,1
SPO-AD0943A-0038,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0943A-0008,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,96.7,3,1
SPO-AD0943A-0008,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0943A-0009,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,453.5,3,1
SPO-AD0943A-0009,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0940A-6001,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,34.5,3,1
SPO-AD0940A-6001,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-6001,2021-12-22T17:00:00+01:00,2021-12-22T18:00:00+01:00,20.6,3,1
SPO-AD0942A-6001,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,NA,3,-1
SPO-AD0942A-0001,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,5.9,3,1
SPO-AD0942A-0001,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0038,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,146.2,3,1
SPO-AD0942A-0038,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0008,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,76.5,3,1
SPO-AD0942A-0008,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0009,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,309.9,3,1
SPO-AD0942A-0009,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0010,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,0.6,3,1
SPO-AD0942A-0010,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0007,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,1.5,3,1
SPO-AD0942A-0007,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9052,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,63,3,1
SPO-AD0942A-9052,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9051,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,1.1,3,1
SPO-AD0942A-9051,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9054,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,5.4,3,1
SPO-AD0942A-9054,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9058,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,72.5,3,1
SPO-AD0942A-9058,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9053,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,900,3,1
SPO-AD0942A-9053,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9072,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,0,3,1
SPO-AD0942A-9072,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-9060,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,0,3,1
SPO-AD0942A-9060,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0038,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,264.8,3,1
SPO-AD0940A-0038,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0008,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,107.6,3,1
SPO-AD0940A-0008,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0009,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,497.8,3,1
SPO-AD0940A-0009,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9052,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,211,3,1
SPO-AD0940A-9052,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9051,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,0.2,3,1
SPO-AD0940A-9051,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9054,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,4.5,3,1
SPO-AD0940A-9054,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9058,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,75,3,1
SPO-AD0940A-9058,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9053,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,905,3,1
SPO-AD0940A-9053,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9072,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,2,3,1
SPO-AD0940A-9072,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-9060,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,0,3,1
SPO-AD0940A-9060,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0944A-0007,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,56.5,3,1
SPO-AD0944A-0007,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9052,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,83,3,1
SPO-AD0944A-9052,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9051,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,0.4,3,1
SPO-AD0944A-9051,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9053,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,836,3,1
SPO-AD0944A-9053,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9054,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,5,3,1
SPO-AD0944A-9054,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9058,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,61.9,3,1
SPO-AD0944A-9058,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9072,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,3,3,1
SPO-AD0944A-9072,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0944A-9060,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,0,3,1
SPO-AD0944A-9060,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0942A-0005,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,32.5,3,1
SPO-AD0942A-0005,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0001,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,14.9,3,1
SPO-AD0940A-0001,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0940A-0010,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,1.6,3,1
SPO-AD0940A-0010,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0943A-0038,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,88.1,3,1
SPO-AD0943A-0038,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0943A-0008,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,77.8,3,1
SPO-AD0943A-0008,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
SPO-AD0943A-0009,2021-12-22T18:00:00+01:00,2021-12-22T19:00:00+01:00,215,3,1
SPO-AD0943A-0009,2021-12-22T19:00:00+01:00,2021-12-22T20:00:00+01:00,NA,3,-1
